"phoneme","ruhlen_ipa","ipa","class","modification_type","global_n_ruhlen","global_n_phoible","IDF_ruhlen","IDF_phoible","idf_shift","variance_shift_dir","in_ruhlen","in_phoible"
"phoneme_507","n̥","n̥","consonant","voiceless",63,41,0.559838805529221,0.817376062475066,-0.257537256945845,"-",TRUE,TRUE
"phoneme_520","m̥","m̥","consonant","voiceless",56,44,0.559838805529221,0.817376062475066,-0.257537256945845,"-",TRUE,TRUE
"phoneme_001","tˡ̥","tˡ̥","consonant","voiceless",1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_287","z̥̣","z̥̣","consonant","voiceless",1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_384","v̥","v̥","consonant","voiceless",1,1,1,NA,NA,NA,TRUE,TRUE
"phoneme_410","j̥","j̥","consonant","voiceless",28,15,0.714913993238342,NA,NA,NA,TRUE,TRUE
"phoneme_414","w̥","w̥","consonant","voiceless",41,2,0.610797051646438,NA,NA,NA,TRUE,TRUE
"phoneme_426","l̥ᵚ","l̥ᵚ","consonant","voiceless",1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_432","ɭ̥","ḷ̥","consonant","voiceless",1,2,1,NA,NA,NA,TRUE,TRUE
"phoneme_440","L̥","L̥","consonant","voiceless",1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_454","ʎ̥","ʎ̥","consonant","voiceless",4,1,1,NA,NA,NA,TRUE,TRUE
"phoneme_506","n̥˜","n̥˜","consonant","voiceless",5,NA,0.805398525823219,NA,NA,NA,TRUE,FALSE
"phoneme_510","ɳ̥","ṇ̥","consonant","voiceless",2,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_542","m̥ˡ","m̥ˡ","consonant","voiceless",3,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_545","n˜̥","n˜̥","consonant","voiceless",24,NA,0.655313355286779,NA,NA,NA,TRUE,FALSE
"phoneme_707","ɹ̥","ɹ̥","consonant","voiceless",1,2,0.877220139853001,NA,NA,NA,TRUE,TRUE
"phoneme_720","ɹ̣̥","ɹ̣̥","consonant","voiceless",1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_722","r̥","r̥","consonant","voiceless",27,24,0.877220139853001,NA,NA,NA,TRUE,TRUE
"phoneme_726","ɽ̥","ṛ̥","consonant","voiceless",2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_333","r","r","consonant",NA,1,929,1,0.126809262393036,0.873190737606964,"+",TRUE,TRUE
"phoneme_337","ʁ","ʁ","consonant",NA,95,83,1,0.817376062475066,0.182623937524934,"+",TRUE,TRUE
"phoneme_597","ɟ","ɟ","consonant",NA,205,252,0.68261866567622,0.506835065624351,0.175783600051869,"+",TRUE,TRUE
"phoneme_288","ħ","ħ","consonant",NA,53,55,1,0.89317184481387,0.10682815518613,"+",TRUE,TRUE
"phoneme_716","ʁ","ʁ","consonant",NA,8,83,0.877220139853001,0.817376062475066,0.0598440773779351,"+",TRUE,TRUE
"phoneme_509","ŋm","ŋm","consonant",NA,40,67,1,1,0,"0",TRUE,TRUE
"phoneme_515","m","m","consonant",NA,2044,1977,0,0,0,"0",TRUE,TRUE
"phoneme_653","ɡ","ɡ","consonant",NA,1225,1146,0.113631498680039,0.122061915053968,-0.00843041637392897,"-",TRUE,TRUE
"phoneme_639","k","k","consonant",NA,2032,1863,0.0012562740272081,0.012115727630844,-0.0108594536036359,"-",TRUE,TRUE
"phoneme_354","ʂ","ṣ","consonant",NA,61,123,0.805398525823219,0.817376062475066,-0.0119775366518473,"-",TRUE,TRUE
"phoneme_648","p","p","consonant",NA,1843,1732,0.0191504113996421,0.031402675998957,-0.0122522645993149,"-",TRUE,TRUE
"phoneme_632","b","b","consonant",NA,1347,1278,0.0955639887371677,0.10831250079679,-0.0127485120596221,"-",TRUE,TRUE
"phoneme_644","ɖ","ḍ","consonant",NA,161,160,0.655313355286779,0.66993372762877,-0.0146203723419915,"-",TRUE,TRUE
"phoneme_386","ʐ","ẓ","consonant",NA,19,61,0.877220139853001,0.89317184481387,-0.0159517049608693,"-",TRUE,TRUE
"phoneme_445","ɮ","ɮ","consonant",NA,19,37,0.877220139853001,0.89317184481387,-0.0159517049608693,"-",TRUE,TRUE
"phoneme_704","r","r","consonant",NA,1077,929,0.101014692503348,0.126809262393036,-0.0257945698896884,"-",TRUE,TRUE
"phoneme_544","ŋ","ŋ","consonant",NA,1206,1291,0.0184544030567897,0.045092542137673,-0.0266381390808833,"-",TRUE,TRUE
"phoneme_329","h","h","consonant",NA,1248,1142,0.0871773859658329,0.122061915053968,-0.0348845290881351,"-",TRUE,TRUE
"phoneme_334","s","s","consonant",NA,1767,1398,0.0233848894289251,0.0632701387657374,-0.0398852493368123,"-",TRUE,TRUE
"phoneme_430","l","l","consonant",NA,1650,1410,0.0262651788314467,0.0670611487607462,-0.0407959699292995,"-",TRUE,TRUE
"phoneme_415","w","w","consonant",NA,1684,1726,0.040625038123122,0.0868803123753299,-0.0462552742522079,"-",TRUE,TRUE
"phoneme_516","n","n","consonant",NA,2050,1649,0.00188776808412403,0.0486291140163214,-0.0467413459321974,"-",TRUE,TRUE
"phoneme_328","f","f","consonant",NA,740,852,0.255206417556373,0.304685852578902,-0.0494794350225289,"-",TRUE,TRUE
"phoneme_633","c","c","consonant",NA,305,275,0.452471609528608,0.506835065624351,-0.0543634560957429,"-",TRUE,TRUE
"phoneme_409","j","j","consonant",NA,1855,1842,0.071508932756435,0.136568550282993,-0.0650596175265576,"-",TRUE,TRUE
"phoneme_634","d","d","consonant",NA,1310,958,0.0999110509558138,0.168223050099462,-0.0683119991436484,"-",TRUE,TRUE
"phoneme_593","ɓ","ɓ","consonant",NA,138,232,0.68261866567622,0.758584286186835,-0.0759656205106154,"-",TRUE,TRUE
"phoneme_652","t","t","consonant",NA,2035,1472,0.0012562740272081,0.0787728834951373,-0.0775166094679292,"-",TRUE,TRUE
"phoneme_341","x","x","consonant",NA,476,334,0.460711881109997,0.575960348661901,-0.115248467551904,"-",TRUE,TRUE
"phoneme_327","β","β","consonant",NA,203,226,0.351059054747456,0.469132193475772,-0.118073138728316,"-",TRUE,TRUE
"phoneme_571","kp","kp","consonant",NA,172,284,0.877220139853001,1,-0.122779860146999,"-",TRUE,TRUE
"phoneme_649","q","q","consonant",NA,236,154,0.655313355286779,0.817376062475066,-0.162062707188288,"-",TRUE,TRUE
"phoneme_688","ɗ","ɗ","consonant",NA,106,194,0.714913993238342,0.89317184481387,-0.178257851575528,"-",TRUE,TRUE
"phoneme_619","ʈ","ṭ","consonant",NA,222,309,0.520312519061561,0.710547907288936,-0.190235388227375,"-",TRUE,TRUE
"phoneme_315","ç","ç","consonant",NA,30,89,0.805398525823219,1,-0.194601474176781,"-",TRUE,TRUE
"phoneme_345","ɦ","ɦ","consonant",NA,44,56,0.805398525823219,1,-0.194601474176781,"-",TRUE,TRUE
"phoneme_343","z","z","consonant",NA,597,582,0.469354272944344,0.66993372762877,-0.200579454684426,"-",TRUE,TRUE
"phoneme_706","ɹ","ɹ","consonant",NA,22,31,0.68261866567622,0.89317184481387,-0.21055317913765,"-",TRUE,TRUE
"phoneme_312","ʃ","š","consonant",NA,778,684,0.53253349513978,0.758584286186835,-0.226050791047056,"-",TRUE,TRUE
"phoneme_284","ð","ð","consonant",NA,112,101,0.478440053984808,0.710547907288936,-0.232107853304128,"-",TRUE,TRUE
"phoneme_385","ɸ","ɸ","consonant",NA,100,101,0.520312519061561,0.758584286186835,-0.238271767125274,"-",TRUE,TRUE
"phoneme_453","ɭ","ḷ","consonant",NA,105,239,0.754440279706002,1,-0.245559720293998,"-",TRUE,TRUE
"phoneme_338","v","v","consonant",NA,596,543,0.195228497469942,0.452128187425198,-0.256899689955256,"-",TRUE,TRUE
"phoneme_711","ɾ","ɾ","consonant",NA,465,507,0.286973774845782,0.550848913731135,-0.263875138885353,"-",TRUE,TRUE
"phoneme_380","ʒ","ž","consonant",NA,291,267,0.68261866567622,1,-0.31738133432378,"-",TRUE,TRUE
"phoneme_698","ɽ","ṛ","consonant",NA,57,109,0.68261866567622,1,-0.31738133432378,"-",TRUE,TRUE
"phoneme_294","ɣ","ɣ","consonant",NA,328,269,0.268944609722923,0.603719752102807,-0.334775142379884,"-",TRUE,TRUE
"phoneme_003","bͮ","bͮ","consonant",NA,14,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_005","kˡ","kˡ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_006","dᵞ","dᵞ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_008","ɡ́","ɡ́","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_009","tᶿ","tᶿ","consonant",NA,5,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_012","ɡ̌","ɡ̌","consonant",NA,601,NA,0.337932020962998,NA,NA,NA,TRUE,FALSE
"phoneme_015","ɟ́","ɟ́","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_018","tᴮ","tᴮ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_019","tˢʱ","tˢʱ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_020","tʃ̣","č̣","consonant",NA,26,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_026","ɖʳ","ḍʳ","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_027","bɡ̌","bɡ̌","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_033","ʈʳ","ṭʳ","consonant",NA,3,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_035","dʳ","dʳ","consonant",NA,3,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_038","tʃ","č","consonant",NA,969,NA,0.307048126329685,NA,NA,NA,TRUE,FALSE
"phoneme_042","qᵡ","qᵡ","consonant",NA,17,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_043","dˡ","dˡ","consonant",NA,16,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_049","pᶲ","pᶲ","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_050","bᶻ̌","bᶻ̌","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_052","ʈˢ","ṭˢ","consonant",NA,24,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_054","dᶻᵞ","dᶻᵞ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_055","ɡ̣̌","ɡ̣̌","consonant",NA,4,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_056","dᵝ","dᵝ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_058","ͫbͮ","ͫbͮ","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_060","ɖᶻ","ḍᶻ","consonant",NA,6,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_062","ptˢ","ptˢ","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_063","tˣ","tˣ","consonant",NA,3,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_065","cʹ","cʹ","consonant",NA,4,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_068","bᵝ","bᵝ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_069","dᶻ","dᶻ","consonant",NA,225,NA,0.754440279706002,NA,NA,NA,TRUE,FALSE
"phoneme_074","tʳ","tʳ","consonant",NA,7,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_079","ɠ̌","ɠ̌","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_081","tˡ","tˡ","consonant",NA,63,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_084","ɡᵞ","ɡᵞ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_088","tʃˣ","čˣ","consonant",NA,4,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_089","tˢ","tˢ","consonant",NA,558,NA,0.469354272944344,NA,NA,NA,TRUE,FALSE
"phoneme_099","ᵈtˢˣ","ᵈtˢˣ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_100","dᶻʱ","dᶻʱ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_102","pˡ","pˡ","consonant",NA,6,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_103","bdᶻ","bdᶻ","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_105","dᶻˣ","dᶻˣ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_107","dᶞ","dᶞ","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_108","ͫbˡ","ͫbˡ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_109","d̯ᶞ","d̯ᶞ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_110","tˢˣ","tˢˣ","consonant",NA,18,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_111","pᶠ","pᶠ","consonant",NA,20,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_114","kˣ","kˣ","consonant",NA,10,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_115","pˢ","pˢ","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_117","ptʃ","pč","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_295","ɸˢ","ɸˢ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_296","ʕ","ʕ","consonant",NA,60,37,1,NA,NA,NA,TRUE,TRUE
"phoneme_309","hᵚ","hᵚ","consonant",NA,1,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_313","fs","fs","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_321","ͫv","ͫv","consonant",NA,3,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_336","ʮ","ʮ","consonant",NA,116,NA,0.508880559412004,NA,NA,NA,TRUE,FALSE
"phoneme_339","sʹ","sʹ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_348","ʂ̌","ṣ̌","consonant",NA,42,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_356","ʯ","ʯ","consonant",NA,140,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_357","ᵈʒˣ","ᵈžˣ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_358","h˜","h˜","consonant",NA,11,NA,0.754440279706002,NA,NA,NA,TRUE,FALSE
"phoneme_360","ɣ˜","ɣ˜","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_361","fˢ̌","fˢ̌","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_370","ʒʱ","žʱ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_371","vj^","vj^","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_372","β˜","β˜","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_373","ᵈzˣ","ᵈzˣ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_374","zʱ","zʱ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_375","j^","j^","consonant",NA,4,NA,0.805398525823219,NA,NA,NA,TRUE,FALSE
"phoneme_376","vz","vz","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_377","fç","fç","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_381","v˜","v˜","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_383","ʐ̌","ẓ̌","consonant",NA,15,NA,0.805398525823219,NA,NA,NA,TRUE,FALSE
"phoneme_388","zʹ","zʹ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_408","ə̯","ə̯","consonant",NA,1,1,0.877220139853001,NA,NA,NA,TRUE,TRUE
"phoneme_411","w˜","w˜","consonant",NA,13,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_413","ɨ̯","ɨ̯","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_416","ɯ̯","ɯ̯","consonant",NA,4,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_418","ɑ̯","ɑ̯","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_420","ɥ˜","ɥ˜","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_423","ɥ","ɥ","consonant",NA,24,26,0.877220139853001,NA,NA,NA,TRUE,TRUE
"phoneme_424","ȷ˜","ȷ˜","consonant",NA,6,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_428","ʎ̣","ʎ̣","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_429","ɬ̣","ɬ̣","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_433","lᵚ","lᵚ","consonant",NA,15,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_435","ɬ","ɬ","consonant",NA,165,102,0.631660419559003,NA,NA,NA,TRUE,TRUE
"phoneme_438","ɭ̌","ḷ̌","consonant",NA,7,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_439","l̯","l̯","consonant",NA,33,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_441","ʎ","ʎ","consonant",NA,126,74,1,NA,NA,NA,TRUE,TRUE
"phoneme_442","L","L","consonant",NA,8,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_443","l˜","l˜","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_446","ʎᵚ","ʎᵚ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_449","ľ","ľ","consonant",NA,38,NA,0.714913993238342,NA,NA,NA,TRUE,FALSE
"phoneme_452","bɮ","bɮ","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_504","mˡ","mˡ","consonant",NA,5,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_511","nʱ","nʱ","consonant",NA,1,5,1,NA,NA,NA,TRUE,TRUE
"phoneme_519","ɳ","ṇ","consonant",NA,142,264,0.592134133091343,NA,NA,NA,TRUE,TRUE
"phoneme_524","nm","nm","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_525","ɱ","ɱ","consonant",NA,1,11,1,NA,NA,NA,TRUE,TRUE
"phoneme_527","mʱ","mʱ","consonant",NA,1,6,1,NA,NA,NA,TRUE,TRUE
"phoneme_528","N","N","consonant",NA,14,9,0.877220139853001,NA,NA,NA,TRUE,TRUE
"phoneme_529","mᶛ","mᶛ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_532","ŋᵚ","ŋᵚ","consonant",NA,1,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_535","mn˜","mn˜","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_536","n˜","n˜","consonant",NA,801,NA,0.293415717322658,NA,NA,NA,TRUE,FALSE
"phoneme_538","ŋ^","ŋ^","consonant",NA,3,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_540","n̯","n̯","consonant",NA,57,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_549","mᵚ","mᵚ","consonant",NA,1,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_557","ʄ","ʄ","consonant",NA,17,30,0.877220139853001,NA,NA,NA,TRUE,TRUE
"phoneme_558","k^","k^","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_566","ɡ^","ɡ^","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_567","ɡb","ɡb","consonant",NA,165,284,1,NA,NA,NA,TRUE,TRUE
"phoneme_568","pʱ","pʱ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_569","ɡd","ɡd","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_573","kt","kt","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_590","dˣ","dˣ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_592","t̯","t̯","consonant",NA,48,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_600","cˣ","cˣ","consonant",NA,7,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_605","qᶛ","qᶛ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_607","ɗ̣","ɗ̣","consonant",NA,20,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_609","ͫb","ͫb","consonant",NA,171,NA,0.314279085235223,NA,NA,NA,TRUE,FALSE
"phoneme_625","ͫp","ͫp","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_629","d̯","d̯","consonant",NA,21,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_630","ɠ","ɠ","consonant",NA,14,16,0.877220139853001,NA,NA,NA,TRUE,TRUE
"phoneme_640","tp","tp","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_642","tˣ","tˣ","consonant",NA,13,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_651","G","G","consonant",NA,23,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_660","bd","bd","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_674","bᵚ","bᵚ","consonant",NA,1,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_675","tʱ","tʱ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_687","kᵚ","kᵚ","consonant",NA,1,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_692","pt","pt","consonant",NA,1,1,1,NA,NA,NA,TRUE,TRUE
"phoneme_694","bɗ","bɗ","consonant",NA,0,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_697","ř","ř","consonant",NA,3,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_699","ɾ̌","ɾ̌","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_700","v̊","v̊","consonant",NA,14,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_702","B","B","consonant",NA,6,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_703","ɾ̣","ɾ̣","consonant",NA,77,NA,0.655313355286779,NA,NA,NA,TRUE,FALSE
"phoneme_705","ɾ˜","ɾ˜","consonant",NA,3,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_708","ɹ́","ɹ́","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_712","rᵚ","rᵚ","consonant",NA,2,NA,0.877220139853001,NA,NA,NA,TRUE,FALSE
"phoneme_713","P","P","consonant",NA,2,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_715","R","R","consonant",NA,1,7,1,NA,NA,NA,TRUE,TRUE
"phoneme_718","ɹ̣","ɹ̣","consonant",NA,98,NA,0.754440279706002,NA,NA,NA,TRUE,FALSE
"phoneme_719","bɹ","bɹ","consonant",NA,1,NA,1,NA,NA,NA,TRUE,FALSE
"phoneme_724","rᶻ̌","rᶻ̌","consonant",NA,3,NA,1,NA,NA,NA,TRUE,FALSE
